comments_interaction,dlrp,family,iuphar,multidata_name_1,multidata_name_2,score_1,score_2,source
,False,,False,Q00535,P17706,,,HPRD-phos;MIMP;PhosphoPoint
,False,,False,P12931,O60500,,,PhosphoPoint
,False,,False,P23458,Q01113,,,PhosphoPoint;SignaLink3
,False,,False,P12931,P10301,,,Wang
,False,,False,Q04206,P23396,,,BioGRID;HPRD;InnateDB;IntAct
,False,,False,P60709,P00519,,,Adhesome;Wang
,False,,False,O14905,O75197,,,Signor
,False,,False,Q07325,P19875,,,IntAct
,False,,False,P22455,P55075,,,ACSN;PhosphoPoint
,False,,False,Q9HBA0,P12931,,,Li2012
,False,,False,P25445,Q9H3N1,,,IntAct
,False,,False,P61077,Q86UD3,,,IntAct
,False,,False,P36507,Q8IVT5,,,ACSN;Wang
,False,,False,P08620,P22455,,,Signor
,False,,False,P15311,P31749,,,Adhesome
,False,,False,P17612,P26678,,,KEGG;Wang
,False,,False,P61769,P15812,,,HPRD
,False,,False,Q15139,P35222,,,Signor
,False,,False,P08620,Q9UM73,,,Signor
,False,,False,P41743,P12931,,,ACSN;PhosphoPoint
,False,,False,P18031,P35568,,,Adhesome;BioGRID;DOMINO;HPRD;IntAct
,False,,False,P43115,P34995,,,HPRD
,False,,False,P17948,Q8WZ75,,,IntAct
,False,,False,P04049,Q9C004,,,HPRD;InnateDB
,False,,False,P19525,P06748,,,BioGRID;HPRD;IntAct
,False,,False,P07550,Q5JWF2,,,KEGG;Wang
,False,,False,P04626,Q9Y6E0,,,IntAct
,False,,False,Q04206,Q05513,,,BioGRID;HPRD;InnateDB;IntAct
,False,,False,Q13177,Q9Y5X1,,,HPRD
,False,,False,P49407,P63096,,,ACSN
,False,,False,P49763,P54762,,,Signor
,False,,False,P36894,P43026,,,PhosphoPoint
,False,,False,P31947,P15144,,,IntAct
,False,,False,P34925,P04628,,,PhosphoPoint;Wang
,False,,False,P0C0L5,P17927,,,HPRD
,False,,False,P16871,P60709,,,SignaLink3
,False,,False,Q02156,P35579,,,MIMP
,False,,False,P40189,P13725,,,DIP;DOMINO;HPRD;IntAct
,False,,False,Q15118,P42858,,,MIMP
,False,,False,Q9NYJ8,Q9Y230,,,IntAct
,False,,False,Q92583,P51681,,,Wang
,False,,False,O43915,P35968,,,CellPhoneDB;Ramilowski2015
,False,,False,P0CG48,P78352,,,BioGRID
,False,,False,P49841,O75581,,,BioGRID;HPRD;IntAct
,False,,False,P06241,P16333,,,Wang
,False,,False,P04629,Q12913,,,IntAct
,False,,False,P09429,O60603,,,HPRD
,False,,False,Q9Y4K3,P62191,,,SignaLink3
,False,,False,P43250,P07550,,,MIMP;PhosphoPoint
,False,,False,O14936,P34741,,,PDZBase;PhosphoPoint
,False,,False,Q03135,P08138,,,HPRD
,False,,False,Q13155,P41252,,,BioGRID
,False,,False,P10646,P98155,,,Signor;Wang
,False,,False,P28482,Q9UKE5,,,IntAct
,False,,False,P07384,P05556,,,Wang
,False,,False,P08887,P40189,,,SignaLink3;Signor
,False,,False,P08648,P21926,,,HPRD;MPPI
,False,,False,Q9UJM3,P09619,,,SignaLink3
,False,,False,P34130,Q12866,,,Signor
,False,,False,O43318,Q13131,,,KEGG;Wang
,False,,False,P55075,P54756,,,Signor
,False,,False,Q63HR2,Q96HS1,,,BioGRID
,False,,False,P07996,P08246,,,Wang
,False,,False,P20701,Q9UMF0,,,HPRD
,False,,False,P10767,P09619,,,Signor;Wang
,False,,False,P35568,P08575,,,HPRD
,False,,False,P01891,Q8NHL6,,,Ramilowski2015
,False,,False,O15520,P10721,,,Signor
,False,,False,P46940,P60660,,,BioGRID
,False,,False,P20827,Q16620,,,Signor
,False,,False,Q01955,COMPLEX:P05556-P17301,,,Signor
,False,,False,P61073,P48061,,,BioGRID;HPRD;InnateDB
,False,,False,P22455,P05230,,,ACSN;PhosphoPoint
,False,,False,O00548,P46531,,,ACSN;Kirouac2010;Ramilowski2015;Wang
,False,,False,Q13546,O14920,,,Wang
,False,,False,P84022,P29350,,,SignaLink3
,False,,False,Q9Y4K3,P0CG47,,,DIP;HPRD;IntAct
,False,,False,P03372,P0C2W1,,,BioGRID
,False,,False,P00519,P17676,,,Signor
,False,,False,P20783,P54756,,,Signor
,False,,False,P07101,P21728,,,HPMR
,False,,False,Q15118,Q05513,,,Wang
,False,,False,P61981,Q9BPZ7,,,ACSN
,False,,False,Q9UG63,P40939,,,IntAct
,False,,False,P62491,P50395,,,HPRD
,False,,False,P00533,Q06830,,,BioGRID;IntAct
,False,,False,P01111,P22681,,,BioGRID
,False,,False,O75914,Q15052,,,Wang
,False,,False,Q14344,Q9NZN5,,,BioGRID;HPRD
,False,,False,P29350,P10721,,,DEPOD
,False,,False,O15551,O95832,,,ACSN;Wang
,False,,False,P02788,Q07954,,,Ramilowski2015
,False,,False,P22681,Q9C004,,,IntAct
,False,,False,O14936,Q9ULB1,,,BioGRID;HPRD
,False,,False,P43405,P19174,,,Adhesome;CA1;KEGG;Signor
,False,,False,P61073,P62937,,,InnateDB
,False,,False,P00519,P21860,,,DOMINO;IntAct
,False,,False,O14936,Q9UHC6,,,PDZBase;PhosphoPoint
,False,,False,P06239,P56945,,,PhosphoPoint
,False,,False,P63244,P19174,,,Wang
,False,,False,P41240,P49407,,,PhosphoPoint
,False,,False,P12931,P35222,,,HPRD;IntAct
,False,,False,O95714,Q9Y6Y8,,,BioGRID
,False,,False,Q8N474,Q14332,,,Wang
,False,,False,P00751,P0C0L5,,,HPRD
,False,,False,P07477,P55085,,,CA1;Wang
,False,,False,P01138,P30530,,,Signor
,False,,False,P12931,O15146,,,CA1;Wang
,False,,False,P05230,P98160,,,MatrixDB
,False,,False,Q9Y239,Q969K3,,,BioGRID
,False,,False,Q02297,P04626,,,SPIKE;SignaLink3;Signor;Wang
,False,,False,P02679,P02751,,,Signor
,False,,False,Q9Y2X7,P49023,,,Wang
,False,,False,Q96IF1,P56945,,,Wang
,False,,False,Q9NR96,O60603,,,Signor
,False,,False,P0DP25,Q9P0L0,,,CA1
,False,,False,O43150,P62330,,,Wang
,False,,False,P61586,Q13393,,,Adhesome;BioGRID;HPRD
,False,,False,P60484,P62979,,,DIP
,False,,False,P14210,Q15375,,,Signor
,False,,False,Q13153,P19086,,,Signor
,False,,False,P60903,Q92934,,,BioGRID;HPRD
,False,,False,P10415,Q92934,,,KEGG;Macrophage;Wang
,False,,False,Q9NR97,O15455,,,Signor
,False,,False,Q9Y5K6,O43586,,,HPRD
,False,,False,P00533,P62330,,,Wang
,False,,False,P46934,P21802,,,BioGRID
,False,,False,P12821,P21964,,,HPRD
,False,,False,P62873,Q9Y272,,,BioGRID;HPRD
,False,,False,P22626,Q8WZ42,,,IntAct
,False,,False,P22681,P42338,,,BioGRID
,False,,False,P63000,O60331,,,ACSN
,False,,False,P78536,Q9UM47,,,Signor;Wang
,False,,False,P31749,Q13370,,,HPRD
,False,,False,O14936,P58401,,,PhosphoPoint
,False,,False,Q07889,P43403,,,Wang
,False,,False,Q13444,Q13797,,,Wang
,False,,False,Q9NZ94,P23142,,,IntAct
,False,,False,P12931,P16671,,,HPRD
,False,,False,Q9NQ11,Q9NRP0,,,IntAct
,False,,False,Q13546,P25445,,,DIP;HPRD;IntAct
,False,,False,O43242,P25788,,,BioGRID;Macrophage
,False,,False,Q00535,P12814,,,HPRD
,False,,False,P25391,Q13683,,,Wang
,False,,False,P04626,Q9NSE2,,,PhosphoPoint
,False,,False,Q9UQM7,P20941,,,HPRD-phos;MIMP;PhosphoPoint
,False,,False,Q16584,P46734,,,MIMP;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P67775,P06493,,,DEPOD
,False,,False,P17948,P18031,,,Li2012
,False,,False,P05771,P29972,,,MIMP
,False,,False,Q9Y4K3,P41250,,,IntAct
,False,,False,P60568,P01589,,,KEGG;Signor
,False,,False,P12277,P06732,,,HPRD
,False,,False,P61586,P19174,,,Adhesome;BioGRID;HPRD
,False,,False,P15336,P19838,,,SignaLink3
,False,,False,P05230,P04626,,,Signor
,False,,False,Q9Y264,P08069,,,Signor
,False,,False,P25788,P62195,,,Wang
,False,,False,P31431,Q9UL19,,,BioGRID
,False,,False,P43026,O00238,,,Ramilowski2015
,False,,False,Q8NEB9,Q9Y243,,,Signor
,False,,False,P04049,P62258,,,BioGRID;HPRD;IntAct
,False,,False,P04406,Q15046,,,IntAct
,False,,False,Q14155,Q13153,,,Adhesome
,False,,False,P30530,Q13261,,,PhosphoPoint
,False,,False,P60484,P35226,,,IntAct
,False,,False,P14778,P27986,,,SignaLink3
,False,,False,P04629,Q9ULH0,,,PhosphoPoint
,False,,False,P46940,P28482,,,SignaLink3
,False,,False,O75581,Q13467,,,Wang
,False,,False,P56704,O14640,,,ACSN
,False,,False,P08631,P60709,,,PhosphoPoint
,False,,False,O43320,Q8IWU2,,,Signor
,False,,False,O95786,Q7Z2W4,,,InnateDB;IntAct
,False,,False,Q07889,P00519,,,Adhesome
,False,,False,P28482,Q16539,,,PhosphoPoint
,False,,False,P06748,P61073,,,Wang
,False,,False,P49821,O75489,,,ACSN
,False,,False,Q5JWF2,P30542,,,HPRD
,False,,False,Q9UIV1,A5YKK6,,,BioGRID;IntAct
,False,,False,P50281,O95832,,,HPRD
,False,,False,P05067,Q8NGG8,,,InnateDB
,False,,False,P09172,P08913,,,Wang
,False,,False,P06239,Q13432,,,PhosphoPoint;Wang
,False,,False,P12931,P03372,,,KEGG;Signor;Wang
,False,,False,P12931,P20936,,,Adhesome;BioGRID;HPRD
,False,,False,Q13480,Q06124,,,Wang
,False,,False,P63244,P07550,,,BioGRID;InnateDB
,False,,False,P31749,Q9UQB3,,,SignaLink3
,False,,False,O60341,P49841,,,BioGRID
,False,,False,P11487,Q9UF33,,,Signor
,False,,False,P17252,P49802,,,HPRD
,False,,False,Q14764,P00738,,,IntAct
,False,,False,P15498,P43405,,,Li2012
,False,,False,P56817,Q14242,,,Wang
,False,,False,P49763,O60462,,,CellPhoneDB;Ramilowski2015
,False,,False,O95841,Q02763,,,Kirouac2010;Ramilowski2015
,False,,False,P07947,P35968,,,HPRD
,False,,False,P62826,O95271,,,IntAct
,False,,False,P24394,P35568,,,Wang
,False,,False,P01375,P20333,,,BioGRID;CancerCellMap;DIP;HPRD;InnateDB;IntAct;Macrophage
,False,,False,Q9Y4K3,O43707,,,BioGRID
,False,,False,P05771,P61981,,,HPRD
,False,,False,P16035,P20336,,,IntAct
,False,,False,P02452,P21810,,,HPRD
,False,,False,P17252,P10451,,,MIMP;PhosphoPoint
,False,,False,P00533,P31946,,,BioGRID;IntAct
,False,,False,P09603,P07949,,,Signor
,False,,False,P07948,Q9H400,,,SPIKE;Wang
,False,,False,O60674,Q14469,,,PhosphoPoint
,False,,False,P05129,P08567,,,MIMP
,False,,False,P0CG48,P37840,,,BioGRID
,False,,False,Q13444,P08648,,,Ramilowski2015
,False,,False,P06239,Q14511,,,HPRD
,False,,False,P15692,Q9UHI8,,,BioGRID;HPRD
,False,,False,Q96B97,P22681,,,Wang
,False,,False,P07948,P19174,,,Adhesome;HPRD
,False,,False,Q99759,P60709,,,PhosphoPoint
,False,,False,O76093,Q13308,,,Signor
,False,,False,P07948,P08473,,,PhosphoPoint
,False,,False,P53779,P05067,,,Signor
,False,,False,P00533,Q9Y2H9,,,IntAct
,False,,False,Q05397,P41240,,,Wang
,False,,False,Q9NRA1,Q16620,,,Signor
,False,,False,P49407,P09769,,,HPRD
,False,,False,P32246,P22362,,,DIP
,False,,False,P01138,P01023,,,HPRD;InnateDB
,False,,False,P07550,P55084,,,InnateDB
,False,,False,P17612,P53396,,,HPRD-phos;MIMP;PhosphoPoint
,False,,False,Q00535,Q02750,,,HPRD-phos;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir
,False,,False,Q02156,P07355,,,MIMP
,False,,False,P35221,P12814,,,Wang
,False,,False,P17612,P61224,,,HPRD
,False,,False,P17252,O14920,,,BioGRID
,False,,False,P28482,Q9NQ66,,,HPRD
,False,,False,P29279,P05107,,,Wang
,False,,False,P62258,P26045,,,BioGRID
,False,,False,P14210,P36888,,,Signor
,False,,False,P17252,O60716,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P37173,O15105,,,BioGRID;CancerCellMap;HPRD
,False,,False,P00533,P29353,,,CA1;SignaLink3;Signor
,False,,False,P05771,P28799,,,PhosphoSite;PhosphoSite_dir
,False,,False,P05771,Q13255,,,MIMP
,False,,False,P11274,P07332,,,BioGRID;HPRD
,False,,False,Q8WTQ7,P51681,,,MIMP
,False,,False,P84022,O15105,,,BioGRID
,False,,False,P56945,P18433,,,Adhesome;HPRD
,False,,False,P28908,Q12933,,,SignaLink3
,False,,False,P29350,P10721,,,Signor;Wang
,False,,False,Q13467,O00755,,,ACSN
,False,,False,P06493,P17706,,,HPRD-phos;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir;phosphoELM
,False,,False,Q8TB22,Q9H4F1,,,IntAct
,False,,False,O60716,P33151,,,Signor
,False,,False,P08571,P18428,,,SignaLink3
,False,,False,P01137,P09486,,,HPRD
,False,,False,P05771,Q9P2D0,,,BioGRID
,False,,False,Q14289,Q13017,,,Adhesome;HPRD
,False,,False,Q99640,Q8IXL6,,,IntAct
,False,,False,P31947,P40818,,,BioGRID;IntAct
,False,,False,P10600,P36897,,,Kirouac2010;Ramilowski2015;SignaLink3
,False,,False,Q13951,Q14515,,,IntAct
,False,,False,P00519,O00429,,,PhosphoSite_dir;PhosphoSite_noref
,False,,False,P62070,Q13671,,,KEGG
,False,,False,P68366,Q9Y3M8,,,HPRD;IntAct
,False,,False,O95391,O60341,,,IntAct
,False,,False,Q92835,Q8IUH5,,,IntAct
,False,,False,P16333,O60674,,,DOMINO;IntAct
,False,,False,O60258,Q08345,,,Signor
,False,,False,P50991,P13569,,,BioGRID
,False,,False,P17980,P01241,,,IntAct
,False,,False,P29350,P21802,,,BioGRID
,False,,False,P07947,Q14247,,,PhosphoNetworks
,False,,False,P15498,P43405,,,Adhesome;BioGRID;HPRD;InnateDB
,False,,False,P07948,P33993,,,IntAct
,False,,False,P25774,P48594,,,HPRD
,False,,False,P41743,Q13163,,,PhosphoPoint;SignaLink3;Wang
,False,,False,P15056,Q02156,,,HPRD;IntAct
,False,,False,P10632,P36776,,,IntAct
,False,,False,Q9NRW4,P01112,,,BioGRID
,False,,False,P05231,Q05516,,,HPRD;IntAct
,False,,False,Q8IW19,P13010,,,BioGRID;IntAct
,False,,False,P15498,O15524,,,Wang
,False,,False,P00533,P29317,,,HPRD
,False,,False,P02462,P35542,,,HPRD
,False,,False,P29323,P98172,,,HPRD
,False,,False,Q02156,P08034,,,MIMP
,False,,False,P09237,P07585,,,Wang
,False,,False,P12931,Q14790,,,Signor
,False,,False,Q07157,P57739,,,HPRD;IntAct
,False,,False,P46109,Q13480,,,Wang
,False,,False,O14944,P36888,,,Signor
,False,,False,P02778,P48061,,,IntAct
,False,,False,A7KAX9,Q08379,,,IntAct
,False,,False,O60674,O15524,,,BioGRID;HPRD;InnateDB;IntAct
,False,,False,Q9H6Z9,Q96KS0,,,InnateDB
,False,,False,P52799,Q9UF33,,,Ramilowski2015
,False,,False,P04156,P08865,,,BioGRID
,False,,False,Q9NRI5,Q9GZM8,,,Signor
,False,,False,P62136,P37023,,,Wang
,False,,False,P62258,Q8IWU9,,,IntAct
,False,,False,P17844,P62330,,,IntAct
,False,,False,O60383,P36894,,,Ramilowski2015
,False,,False,P30041,Q7KZN9,,,IntAct
,False,,False,P17612,P35240,,,Signor;Wang
,False,,False,P25205,Q99741,,,BioGRID;HPRD;IntAct
,False,,False,P12931,Q7L0Q8,,,MIMP;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P61077,Q9H992,,,BioGRID
,False,,False,O14920,O43283,,,PhosphoPoint;SignaLink3
,False,,False,P49763,Q01973,,,Signor
,False,,False,P52333,P35222,,,PhosphoSite;PhosphoSite_dir;PhosphoSite_noref
,False,,False,P61077,P62330,,,IntAct
,False,,False,P02671,P05106,,,HPRD
,False,,False,P13073,P24311,,,IntAct
,False,,False,P61224,Q9HAU4,,,HPRD
,False,,False,Q5VWQ8,P31947,,,Signor
,False,,False,Q12933,Q8NBP7,,,BioGRID
,False,,False,Q99569,Q12913,,,IntAct
,False,,False,P42679,P09769,,,Wang
,False,,False,P08476,P27037,,,KEGG;Signor;Wang
,False,,False,P14210,Q02763,,,Signor
,False,,False,P12931,Q86WV1,,,Li2012;PhosphoPoint
,False,,False,P07948,P00533,,,Wang
,False,,False,P11717,P20933,,,HPRD
,False,,False,P01023,P09038,,,SignaLink3
,False,,False,Q02156,P02786,,,MIMP
,False,,False,P0DP23,P03372,,,ACSN
,False,,False,P34741,O00560,,,BioGRID;HPRD;IntAct;LMPID
,False,,False,P31946,Q92730,,,LMPID
,False,,False,P50281,Q07021,,,HPRD;IntAct
,False,,False,P42336,P01112,,,Adhesome;KEGG
,False,,False,P11142,P0CG48,,,HPRD
,False,,False,P34130,Q08345,,,Signor
,False,,False,O43561,Q92918,,,BioGRID;HPRD
,False,,False,P01308,P34925,,,Signor
,False,,False,Q00535,O75553,,,Wang
,False,,False,P16619,P32246,,,CellPhoneDB;Ramilowski2015
,False,,False,P52803,P29317,,,Ramilowski2015
,False,,False,Q9UKE5,P51572,,,IntAct
,False,,False,P14210,Q12866,,,Signor
,False,,False,P36894,Q9Y265,,,Wang
,False,,False,P05783,Q99959,,,HPRD;IntAct
,False,,False,O76093,P54760,,,Signor
,False,,False,P02751,COMPLEX:P05556-P53708,,,Signor
,False,,False,Q02388,P25391,,,HPRD
,False,,False,P09958,Q9H013,,,HPRD
,False,,False,P00533,P05362,,,SignaLink3
,False,,False,Q9Y264,P07333,,,Signor
,False,,False,P98160,P17301,,,HPRD
,False,,False,P27361,Q6VAB6,,,HPRD
,False,,False,P18206,O60711,,,Adhesome;IntAct
,False,,False,Q9H461,P56704,,,IntAct
,False,,False,P20783,P22455,,,Signor
,False,,False,P62993,P07949,,,Wang
,False,,False,Q13936,P62873,,,HPRD
,False,,False,P28482,Q13480,,,Adhesome;ELM;HPRD
,False,,False,P46108,P09619,,,BioGRID;HPRD;IntAct
,False,,False,P78536,P46531,,,ACSN;HPRD-phos;Ramilowski2015
,False,,False,P29475,Q9UQM7,,,HPRD
,False,,False,P12931,P40198,,,PhosphoPoint
,False,,False,O14641,Q92530,,,IntAct
,False,,False,P20701,P05107,,,Wang
,False,,False,P35609,Q15942,,,IntAct
,False,,False,P31431,P17252,,,ACSN
,False,,False,Q13418,P09486,,,Wang
,False,,False,P42336,O75815,,,Adhesome
,False,,False,P62993,P18433,,,Adhesome;CA1
,False,,False,O00401,Q9H0M0,,,IntAct
,False,,False,Q00535,P53779,,,Wang
,False,,False,P05556,Q08380,,,HPRD
,False,,False,O75084,O00560,,,IntAct
,False,,False,P17252,P31431,,,Adhesome;HPRD;IntAct
,False,,False,P04049,P36507,,,ACSN;dbPTM
,False,,False,P01133,P07949,,,Signor
,False,,False,Q9H0H5,P61981,,,BioGRID;DOMINO;HPRD;IntAct
,False,,False,P01308,Q16832,,,Signor
,False,,False,P10809,P08246,,,InnateDB
,False,,False,P04626,P42679,,,PhosphoPoint;Wang
,False,,False,Q05513,P27986,,,SignaLink3
,False,,False,P14780,P29400,,,ACSN
,False,,False,P41240,P56199,,,Adhesome
,False,,False,P63211,P62879,,,HPRD
,False,,False,P43403,P68366,,,PhosphoPoint
,False,,False,P01308,P54762,,,Signor
,False,,False,P27037,P17813,,,PhosphoPoint
,False,,False,P16871,Q9HC73,,,Wang
,False,,False,P61073,P52333,,,SignaLink3
,False,,False,P31749,P63000,,,Signor
,False,,False,P37840,P27361,,,Wang
,False,,False,Q13464,Q99816,,,BioGRID;HPRD;IntAct
,False,,False,P20231,Q15661,,,BioGRID
,False,,False,P61769,P01891,,,BioGRID;HPRD;IntAct
,False,,False,P22681,P43405,,,SignaLink3
,False,,False,P22223,Q9UQB3,,,ACSN
,False,,False,P11142,O00635,,,IntAct
,False,,False,P05187,P13807,,,DEPOD
,False,,False,P49765,P21802,,,Signor
,False,,False,P49810,P05067,,,CancerCellMap
,False,,False,P43235,P22607,,,HPRD;IntAct
,False,,False,O76050,P78504,,,ACSN
,False,,False,P15311,P19320,,,BioGRID;HPRD;InnateDB
,False,,False,Q99616,Q9NRJ3,,,IntAct
,False,,False,Q9Y5V3,O95071,,,IntAct
,False,,False,P12814,P07384,,,Wang
,False,,False,Q9BZL6,Q8WYL5,,,MIMP
,False,,False,P01133,P34925,,,Signor
,False,,False,P55075,P00533,,,Signor;Wang
,False,,False,P14635,P06493,,,Wang
,False,,False,Q99759,Q7KZI7,,,CancerCellMap;HPRD;IntAct
,False,,False,O15519,O00220,,,BioGRID
,False,,False,P49771,Q16288,,,Signor
,False,,False,Q06124,Q02763,,,HPRD
,False,,False,P23458,P43405,,,PhosphoPoint;Wang
,False,,False,P06239,Q9NWQ8,,,Wang
,False,,False,O14944,P00533,,,CellPhoneDB;Ramilowski2015
,False,,False,P04626,Q9UQQ2,,,DOMINO;IntAct
,False,,False,P23458,P21741,,,PhosphoPoint
,False,,False,P36897,P57735,,,PhosphoPoint
,False,,False,Q05655,P26010,,,HPRD
,False,,False,P00533,P11021,,,BioGRID
,False,,False,O60603,Q9Y6Y9,,,SignaLink3
,False,,False,P15941,P17931,,,Wang
,False,,False,Q9UQM7,O00631,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,P48960,P08174,,,CellPhoneDB
,False,,False,Q13145,O00238,,,SignaLink3
,False,,False,P21709,Q9HAU4,,,PhosphoPoint
,False,,False,P01135,Q12866,,,Signor
,False,,False,P14210,Q15303,,,Signor
,False,,False,P04626,P01891,,,PhosphoPoint
,False,,False,P26038,Q9NPY3,,,HPRD
,False,,False,P49023,P20936,,,Wang
,False,,False,P07355,Q99972,,,HPRD
,False,,False,P00748,P03952,,,KEGG;Wang
,False,,False,P35348,P35368,,,BioGRID;CellPhoneDB;HPRD
,False,,False,Q9HCT0,P22607,,,Signor;Wang
,False,,False,P30532,P30926,,,HPRD
,False,,False,P08069,P63096,,,HPRD
,False,,False,P07949,P56159,,,Signor
,False,,False,P14210,P00533,,,Signor;Wang
,False,,False,P63098,Q92934,,,ACSN
,False,,False,O15530,Q96HC4,,,PhosphoNetworks
,False,,False,Q14289,P22681,,,Wang
,False,,False,P17252,P37288,,,PhosphoPoint
,False,,False,P68104,P07550,,,InnateDB
,False,,False,Q13418,Q9UHI6,,,PhosphoNetworks
,False,,False,P20827,P17948,,,Signor
,False,,False,O75581,Q9ULT6,,,IntAct
,False,,False,P11142,Q99759,,,IntAct
,False,,False,P06396,P41240,,,HPRD
,False,,False,P26010,Q13477,,,Wang
,False,,False,P01130,P30533,,,BioGRID;HPRD
,False,,False,P06213,P29353,,,HPRD-phos;Li2012;MIMP;PhosphoPoint;Wang
,False,,False,O60674,P40763,,,HPRD-phos;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir;phosphoELM
,False,,False,P12931,P32004,,,MIMP;PhosphoSite;PhosphoSite_dir
,False,,False,O15455,Q13114,,,SignaLink3
,False,,False,P02751,P20908,,,IntAct;MatrixDB
,False,,False,P00533,P15311,,,Signor;Wang
,False,,False,P28482,P14921,,,HPRD;IntAct
,False,,False,P42345,Q8IYT8,,,ACSN;SignaLink3
,False,,False,Q05655,O14939,,,MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_dir
,False,,False,Q9Y264,P16234,,,Signor
,False,,False,P00533,Q9UNH7,,,HPRD
,False,,False,P12931,P49279,,,PhosphoSite;PhosphoSite_dir
,False,,False,P20916,Q14055,,,HPRD
,False,,False,P11487,P04626,,,Signor
,False,,False,P32004,O14786,,,Wang
,False,,False,Q92622,P04839,,,InnateDB
,False,,False,P11802,P06576,,,IntAct
,False,,False,Q8N109,Q06124,,,Wang
,False,,False,P29274,P00813,,,HPRD
,False,,False,P11215,Q9BX67,,,HPRD
,False,,False,Q04771,O94921,,,HPRD
,False,,False,P54619,P13569,,,IntAct
,False,,False,Q14203,Q96G01,,,HPRD;InnateDB;IntAct
,False,,False,P46108,Q92918,,,SignaLink3;Signor;Wang
,False,,False,P23458,P10912,,,PhosphoPoint
,False,,False,P08238,Q9GZT9,,,BioGRID
,False,,False,P08670,P42574,,,HPRD
,False,,False,P49023,Q05209,,,Adhesome;BioGRID;HPRD;IntAct
,False,,False,P46108,O15357,,,Adhesome
,False,,False,Q00535,P14635,,,BioGRID
,False,,False,P41240,P08069,,,PhosphoPoint
,False,,False,P11362,P46108,,,BioGRID;HPRD;IntAct
,False,,False,Q9P2S2,Q9NZ94,,,Wang
,False,,False,P01308,P17948,,,Signor
,False,,False,O43914,Q5TFQ8,,,BioGRID;HPRD
,False,,False,P17252,P04004,,,HPRD
,False,,False,P49841,P06493,,,SPIKE
,False,,False,Q86YT6,P34925,,,Signor
,False,,False,P28482,P09874,,,Signor;Wang
,False,,False,P33527,P25311,,,IntAct
,False,,False,P06239,Q16539,,,Wang
,False,,False,P23284,Q8TDB6,,,IntAct
,False,,False,P20020,P62258,,,IntAct
,False,,False,P52798,P16234,,,Signor
,False,,False,P61769,P30511,,,HPRD
,False,,False,P62979,P61224,,,DOMINO
,False,,False,P08123,P02751,,,HPRD
,False,,False,P49771,P21802,,,Signor
,False,,False,Q9Y4K3,Q92835,,,SignaLink3
,False,,False,P22607,O75380,,,PhosphoPoint
,False,,False,P56705,Q9NPG1,,,SignaLink3;Signor
,False,,False,P06733,P17020,,,IntAct
,False,,False,P07858,P00797,,,HPRD-phos
,False,,False,P10415,P04049,,,BioGRID;HPRD;InnateDB
,False,,False,Q13467,Q9Y6F9,,,ACSN
,False,,False,O60260,Q13155,,,Wang
,False,,False,P05556,P17252,,,Wang
,False,,False,P35222,P33151,,,ACSN
,False,,False,P01023,P02760,,,BioGRID;HPRD
,False,,False,P09486,P34741,,,HPRD
,False,,False,P12931,Q07912,,,BioGRID
,False,,False,Q15223,P15151,,,DIP;HPRD;IntAct
,False,,False,P02751,COMPLEX:P06756-P18564,,,Signor
,False,,False,P41279,P26038,,,MIMP
,False,,False,P07550,A1L0T0,,,InnateDB
,False,,False,P06241,P16144,,,Adhesome;CancerCellMap;HPRD
,False,,False,P30281,P06400,,,Wang
,False,,False,P06213,Q03135,,,Wang
,False,,False,O76093,P21709,,,Signor
,False,,False,P43490,P29274,,,CellPhoneDB;MINT
,False,,False,O60894,P32241,,,HPRD
,False,,False,Q14289,P51681,,,PhosphoPoint
,False,,False,Q6VMQ6,Q16651,,,HPRD;IntAct
,False,,False,Q15389,P04629,,,Signor
,False,,False,P29074,P07477,,,HPRD
,False,,False,P62258,Q9P0V3,,,IntAct
,False,,False,P31749,P26045,,,IntAct
,False,,False,P31751,P49841,,,ACSN;PhosphoPoint
,False,,False,P11229,P41220,,,Wang
,False,,False,O00303,Q92574,,,InnateDB;IntAct
,False,,False,O94817,Q9H1Y0,,,SignaLink3;Wang
,False,,False,P56705,Q14332,,,HPMR;Ramilowski2015
,False,,False,P05771,Q15438,,,MIMP
,False,,False,P08195,Q01650,,,CellPhoneDB;HPRD
,False,,False,P67775,Q13131,,,DEPOD
,False,,False,Q9HBI1,P60709,,,Wang
,False,,False,P05067,Q16584,,,InnateDB
,False,,False,P02776,Q92583,,,IntAct
,False,,False,P46108,P62333,,,BioGRID;HPRD;IntAct
,False,,False,P01138,P29376,,,Signor
,False,,False,P01135,P22455,,,Signor
,False,,False,P55075,Q01973,,,Signor
,False,,False,Q13114,P54803,,,SignaLink3
,False,,False,P36897,Q9HAU4,,,PhosphoPoint
,False,,False,P17301,P53708,,,Adhesome
,False,,False,Q8IXL6,Q9UK55,,,IntAct
,False,,False,Q08211,Q12905,,,BioGRID
